,fen,label,stock_fish_label
225,r7/1q5k/1p3ppb/pPpPp2p/P1N1P1bP/2RQ2P1/5P1K/5B2 w - - 4 44,True,1
226,4r3/1R4b1/R3p1kp/5pp1/4p3/6PP/5P2/6K1 w - - 2 38,True,1
227,r3r1k1/p2pB2p/qp1P2p1/1npP1p1P/4P3/P4BP1/5P2/3QR1K1 b - - 0 28,True,1
228,8/5k2/6p1/p2P1p1p/5B2/2KN2P1/5P1P/r7 b - - 5 47,True,1
229,4k2r/1r1bqpb1/2n1p1pp/1p1pP2P/p4B2/P1P2NQ1/1PB2PP1/3RR1K1 b k - 0 25,True,1
230,4r3/3b1p2/3P2pk/1p2P3/1N1R1PPK/1rp5/8/4R3 b - - 2 47,False,0
231,3q3k/3bb1pp/1r2pp2/r1p1P3/PpBP4/1Q4B1/5PPP/R2R2K1 b - - 0 32,False,0
232,8/8/1K1p1p1p/5Pp1/5kP1/3n3P/8/3B4 w - - 12 88,False,0
233,r2q1r1k/p3bpp1/npb1p2p/3pP3/2PP2Q1/4B1P1/P2N1PBP/R1R3K1 w - - 0 18,True,1
234,6k1/2p1bpp1/4q3/p1P5/P2Pr3/2P2Q1p/5R1P/1rB2R1K w - - 1 30,False,0
235,2r3kb/5p1p/p2Qp1pP/1p6/1B1p1PP1/8/PPKR2q1/5R2 w - - 3 31,False,0
236,4b1r1/5p2/1k2p2p/4n2r/3N4/1P4P1/P2R3P/1K2RB2 w - - 7 36,True,1
237,r5r1/p3RQpk/3q1pNp/1p3b2/1P6/P5RP/5PP1/6K1 b - - 3 35,True,1
238,2bqr1k1/2p1r2p/1p3Q2/p7/3p4/3N1P1P/P5P1/R5KR w - - 1 29,False,0
239,r2qkbnr/pb2pppp/1p6/1Q6/3pPP2/6P1/PPP4P/RNB1KB1R b KQkq - 1 9,True,1
240,QR6/8/1P6/1k6/8/8/r7/3K4 b - - 0 74,True,1
241,8/5pk1/4nbp1/8/3q3p/3B3P/2Q2PP1/6K1 w - - 4 65,False,0
242,1b4k1/1b2r1p1/pB3p1p/Pp1p3q/1P2n3/Q4N1P/2R1RPP1/5K2 b - - 3 47,False,1
243,8/3R2bk/2RN1np1/5p1p/4p3/4P1P1/r4P1P/5K2 w - - 15 45,True,1
244,8/8/P2p1k2/5p1p/q7/7P/4Q1PK/8 b - - 0 50,True,1
245,rq3bk1/p4p2/Qp2p2p/1Nr3p1/2P1p3/1P1nP1P1/P3NP1P/3R1RK1 w - - 4 33,True,0
246,r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7,False,1
247,r4rk1/1bq1bppp/ppnppn2/8/2P1P3/N1N1BP2/PP1QB1PP/R4RK1 b - - 2 13,True,1
248,r1bq1r1k/1pp1bppp/p1np1n2/P3p3/2B1P3/3P1N2/1PP2PPP/RNBQR1K1 w - - 0 9,False,1
249,2r1kb1r/1pqnnp2/p3p3/3pP1N1/P1PNbB1p/7P/1P2B1P1/R2Q1RK1 b k - 2 17,True,1
250,b4k2/6RR/1p3r1p/p2p3N/4p2P/1B6/PP4P1/2r3K1 w - - 12 36,True,1
251,rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQ - 1 8,True,1
252,8/4k1Q1/5p2/3q3p/8/1nP1B2P/6P1/7K b - - 9 52,True,1
253,rb4k1/1p1q2p1/2r3p1/1QRp1p2/P1nPp3/4P2P/5PP1/B2B1R1K w - - 7 38,False,0
254,r1b2rk1/ppqp2pp/2n1p1n1/6BQ/4P3/PNN5/1PP1BbPP/R2K3R w - - 3 14,False,0
255,1r6/p5rk/7b/P2QpN2/4Pq2/1KP5/1P4p1/R2R2N1 w - - 12 42,True,1
256,rn1qkb1r/pp2nppp/4p3/3pPb2/3N4/4B3/PPP1BPPP/RN1QK2R w KQkq - 1 8,True,1
257,3r1r2/8/2k3Bp/p3p1p1/1pP5/1P2R1BP/P5P1/7K w - - 3 37,True,1
258,r5k1/6p1/3N3p/pp2q3/1n4QP/4P1P1/5P2/3R2K1 w - - 3 34,True,1
259,1R6/5p1k/4p3/2Q1P1p1/r6p/5q2/PKP5/8 w - - 2 43,False,0
260,4rrk1/pp2qbb1/2pp2pp/P7/1nPP2p1/2N1P1P1/1PQBNR1P/5RK1 w - - 4 32,False,0
261,1kr2b1r/pp5q/3p1n2/P2bp3/R4pp1/1P2P1N1/4NPP1/2BQRK2 w - - 0 24,False,0
262,1r3r2/2p3k1/b3n2p/2p1P1pP/2P1pp2/1N4P1/P1R1PB2/4KR2 w - - 0 32,False,0
263,r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,False,1
264,rnbq1rk1/ppppb1p1/4pn1p/5p2/2BP4/2N1PN2/PPPB1PPP/R2QK2R w KQ - 6 8,True,1
265,5k2/8/5r2/4N3/1P1P1P1P/6P1/5K2/8 b - - 8 53,True,1
266,r1k2q1r/pp3p1p/2n1pN1p/8/1P1P2Q1/2PB2P1/P4K2/4R3 b - - 2 24,False,1
267,4bq1Q/3k4/6Bn/8/p1P5/2B5/PP6/K3R3 w - - 3 61,True,1
268,r1bqkb1r/1pp2pp1/p3pn1p/8/3P4/4BN2/PPP2PPP/R2QKB1R w KQkq - 0 9,True,1
269,1r1r2k1/p4ppp/2b2p2/q2n4/2B2Q2/5N1P/PP3PP1/2R1R1K1 w - - 6 24,True,1
270,4r1k1/4b3/1p2PpNp/p1p2PpP/P1P2pK1/5P2/1r2q3/3R2Q1 w - - 8 58,False,0
271,8/8/1N1qkpp1/1K2p2p/7P/6P1/2Q5/8 b - - 57 85,True,1
272,2b1r1k1/7p/2p2Bp1/8/P1p1PR2/8/2r3PP/3R2K1 b - - 0 33,False,1
273,8/2B5/p5p1/P5Pp/1b2kP1P/8/5P2/5K2 w - - 5 88,False,-1
274,4r1k1/4brp1/p1q2p2/2p4Q/1pP2P2/2BP3P/PP4RK/6R1 w - - 2 28,True,1
275,4R3/8/6p1/8/3KNn2/5k2/8/8 w - - 2 65,True,1
276,2rr2k1/1p2qpbp/1P2p1p1/8/2B5/p1NP2PP/4QPK1/1RR5 b - - 2 25,True,1
277,6r1/pp1r2k1/3q1p2/2Rpp2P/PP1P1pP1/7P/6K1/2Q2R2 w - - 1 37,True,0
278,rn1qk1nr/pb3ppp/1p1b4/2pp4/5P2/3P1NP1/PPP3BP/RNBQK2R w KQkq - 2 8,True,1
279,7k/5p2/br2rn1P/Rp1pNR2/2pP3Q/2q1P2P/8/6K1 w - - 1 34,True,1
280,8/8/pN1k4/8/P3pp1p/2n4P/6P1/5K2 b - - 3 49,False,0
281,2r5/5pk1/3rp1p1/pp1n3p/P4P2/2PR2PP/1P1N4/3R2K1 b - - 0 37,True,1
282,rn1qkb1r/pp2nppp/2p1p3/3pPb2/3P4/2P2N2/PP2BPPP/RNBQK2R b KQkq - 0 6,True,1
283,r5k1/2R2p2/2R1p2b/4P1p1/p2P1P2/Pb2K1Pp/1P5P/8 b - - 1 42,False,0
284,6k1/p5pp/3n1p2/2p5/n2p1P2/P5PP/1B4K1/5B2 w - - 5 39,False,0
285,2r1k3/pp1n3r/4B1pp/8/Q2Pb1P1/2B4P/P4P2/2b3K1 w - - 1 22,False,0
286,2k2b1r/ppp2ppp/4pn2/1B5b/8/1R3P2/q1PBQ1PP/5RK1 w - - 4 18,True,1
287,8/1nrb2k1/p2p1rp1/1p1P4/3NPp1p/P4P2/2B3PP/3RR1K1 w - - 4 33,False,0
288,6rk/1b2bppn/1prq4/p3pP1P/P2pP3/1P3B2/N1P3RR/2B3QK w - - 6 32,True,0
289,1R4r1/4bk1p/8/3ppp2/1p3p2/1P1BnP2/P1P4P/2K1B3 w - - 4 34,False,0
290,2r3k1/1q2npb1/4p1pp/p2pP3/Pp1Pn1P1/3BBN1P/1P3P2/3Q1RK1 w - - 3 26,True,1
291,5r2/3bk1p1/1p5p/1N1PK2P/P1R3P1/8/8/8 w - - 1 62,True,1
292,r2q1rk1/pp1b1ppp/2n2n2/8/1b6/1QN1PN2/PP2BPPP/R1B1K2R b KQ - 2 11,True,1
293,8/4k3/7R/1P6/2P5/2K3r1/8/8 w - - 2 61,True,1
294,1nrq1rk1/pb2bpp1/1p2p2p/2p5/3PPB2/P1PB1N1P/4QPP1/R2R2K1 b - - 2 15,False,1
295,r1bq1rk1/2p2pp1/2np1n1p/p2Np3/1bP1P3/3PBN2/1P2BPPP/R2Q1RK1 b - - 1 11,False,1
296,8/8/1p2n3/p1p1k1P1/1r3N1K/4P3/R7/8 w - - 1 71,False,0
297,2r3kr/p2n1ppp/q2B1n2/2pp4/P7/4RN2/2Q2PPP/4R1K1 w - - 0 26,True,0
298,8/8/8/1Q6/8/4P3/2p2K2/2k4q b - - 78 132,False,0
299,5r2/1R2p3/1p5k/p3q1pp/1nP5/1p2P1PP/4QP2/1B4K1 b - - 1 35,False,0
300,rnbqkb1r/pp3ppp/2p2n2/3p4/2PQ4/5NP1/PP2PPBP/RNB1K2R b KQkq - 1 6,False,1
301,4r3/8/bp4p1/p2p1pk1/3P1n2/1Pb1NPN1/P4KP1/1B1R4 w - - 2 44,False,0
302,r2q1rk1/1p2bppp/p7/3pP3/1n4b1/PN3N2/1P3PPP/RQB1R1K1 b - - 0 15,False,0
303,1r6/3ppk1p/R3n1p1/3QP3/2P5/B2K2P1/P4q1P/8 w - - 3 34,False,0
304,8/2p2pk1/3b4/p4K2/P1B2p2/3Rr3/6r1/5R2 b - - 5 55,False,0
305,r1bqr1k1/ppp2ppp/2nb4/5n2/3P4/2N2NP1/PP3PBP/R1BQR1K1 w - - 3 12,True,1
306,r1b1kr2/pp5p/3bq1p1/2p1p1Q1/3nBP2/2N1B3/PP3KPP/3RR3 b - - 3 21,False,1
307,rnbqkb1r/pp3ppp/4p3/3n4/3NN3/8/PPP2PPP/R1BQKB1R b KQkq - 1 8,True,1
308,3r2k1/6p1/b4p2/Pp4r1/1P2P3/3NK2P/3R4/5B2 b - - 4 42,False,0
309,r2r2k1/1p3p2/6pp/1p1pP1b1/1P1PpNP1/PR2P1KP/8/2R5 b - - 1 30,True,1
310,2rq1rk1/pp3pbp/2n1p1p1/3b4/Q2P1B2/2P2N2/P3BPPP/1R1R2K1 b - - 1 15,False,0
311,5r2/2R2n1k/1r3qp1/3B2Bp/p2N4/P5P1/1P1Q3P/6K1 b - - 20 56,True,1
312,r2q1rk1/pb1nbppp/3ppn2/2p5/2P2B2/2N1PN1P/PPQ1BPP1/R3K2R w KQ - 2 11,False,1
313,2r1qr1k/5pp1/ppNppn1p/8/1P1P4/P3P3/2Q2PPP/2R1K2R w K - 0 19,False,0
314,4kbr1/p2b1p1p/P1pppp2/1r6/4P2q/1B1Q2N1/1PP2PPP/4RRK1 b - - 0 18,False,1
315,8/2k1Q2p/8/3p1P1p/3P4/8/1PNK4/5q2 b - - 6 59,True,1
316,rnbqk2r/ppp1b1pp/3p1n2/4pp2/2PP4/2N3P1/PP2PP1P/R1BQKBNR w KQkq - 1 6,False,0
317,r3kb1Q/pp1b2p1/4np2/4p1q1/7N/6B1/PPPN1P1P/2K3R1 w q - 7 19,False,0
318,r5k1/6p1/8/4pQ2/NP2P3/2P2n2/1P3r1P/1K6 w - - 3 38,True,1
319,r1bqkb1r/pp3ppp/2np1n2/4p3/3NP3/2N2P2/PPP3PP/R1BQKB1R w KQkq - 0 7,False,1
320,2Q5/4k1p1/8/p2pb2P/b1p1p2q/4P2B/8/4N2K w - - 2 46,False,0
321,3rr3/k3q3/p2b4/Pp1bpp1p/1PpPp1pP/2P1P1P1/3Q1PB1/2BRR1K1 w - - 40 47,True,0
322,4r1k1/8/8/1bp4p/1p1pP1pP/pPnP2P1/P4K1N/R4B2 b - - 2 64,False,0
323,3n4/p2r3p/1p1bn1pk/3p2N1/1P1B3P/PB4P1/5RK1/8 w - - 4 33,True,1
324,r2n1rk1/pRp2pp1/6qp/8/Q1BPp3/2P1P1P1/P2N1P1P/5K2 w - - 1 18,True,1
325,6R1/4kp1p/p3p3/3p2P1/4r1P1/3K4/P7/2R5 w - - 2 35,True,1
326,r1b1kbnr/ppq2ppp/2n1p3/3pP3/1P3B2/2P2NP1/P4P1P/RN1QKB1R b KQkq - 2 9,False,0
327,rnbqr1k1/5pbp/p2p1np1/2pP4/1p2PB2/2NB1N2/PP3PPP/R2QR1K1 w - - 0 13,True,1
328,r2b2k1/1r3ppp/p1pBP1b1/2P1N3/8/q6P/4BPP1/3QR1K1 b - - 2 24,True,1
329,2b3k1/4rpp1/pb5q/1pN5/7P/P1Q1PB2/1P6/2K1R3 b - - 1 29,False,0
330,r3r1k1/5ppp/bp6/p1bpPNP1/qP6/P2P1N1P/3BQnK1/R4R2 w - - 3 24,True,1
331,r2q1rk1/p3npbp/1p1p1np1/2pPp3/2P1P3/P1N1BP2/1PQ2PBP/2KRR3 b - - 1 14,True,1
332,8/5p2/1p6/p1p4k/P3n2P/1P2Q2P/4P1NK/5q2 b - - 6 43,True,1
333,r1bqkb1r/1pp2ppp/p1n1pn2/8/2pP4/4BNP1/PP2PPBP/RN1Q1RK1 b kq - 3 7,True,1
334,6r1/Q4p2/R4k1p/3p3P/2pPq3/2P1P3/5rP1/6K1 b - - 2 30,False,0
335,r7/2k4p/3bp1p1/3b1p2/1P6/4B2P/5PP1/1R3BK1 w - - 0 31,False,1
336,8/p7/4k3/3rp1p1/P1N3r1/1KP1B3/RP6/8 b - - 0 38,True,1
337,5k2/2b2p2/5r2/2Pp3n/3P3p/2B3p1/1R4P1/1B3K2 w - - 6 36,False,0
338,r4rk1/bppq1pp1/2np1n1p/p3p2b/N1P5/PQ1PPNPP/1P1B1PB1/R4RK1 w - - 2 14,False,1
339,r1b1kb1r/pp2pp1p/1q4p1/3n4/1B1P4/2P5/P3BPPP/RN1QK2R w KQkq - 1 16,False,1
340,3rr1k1/5pbp/3Q2p1/p2P4/P1p1qP2/4P3/1P3RPP/R1B3K1 w - - 1 23,False,0
341,2krr3/1ppqn1b1/p2p3p/3P1p2/6pN/1Q2P1B1/PP1R1PPP/5RK1 w - - 1 21,True,0
342,r1b1qrk1/ppp1b1p1/2nppn1p/5p2/3P4/1P1BPN2/P1PB1PPP/RN1Q1RK1 b - - 0 10,False,0
343,3r2k1/p1R1ppb1/Pp4p1/7p/3P2P1/4P1Bq/1P2QP2/6K1 b - - 1 32,True,1
344,5rk1/6b1/3pq1pp/r1p5/3pP3/1P1Q1B2/P2R1PP1/1K5R b - - 1 26,False,0
345,8/7p/6p1/3k4/8/2pr4/4RK1P/8 w - - 0 66,False,0
346,8/8/4k2K/5b2/3r4/6B1/7P/8 b - - 3 64,False,0
347,1B6/6p1/2p1rbk1/R2b3p/3P3P/2P3P1/5K2/8 b - - 17 48,False,0
348,1r1r2k1/p3qpb1/b3p2p/2p1P3/2p1BP2/2B3P1/P1Q4P/R2R2K1 w - - 0 20,False,1
349,6r1/1p1k4/3pp1r1/p4p2/2bP3p/7P/1P1BRRP1/6K1 w - - 2 37,False,0
350,r2q1rk1/pbpp2pp/1p1bpn2/2nP1pB1/2PN4/P1N3P1/1P2PPBP/R2QK2R b KQ - 10 10,False,0
351,1r1r3k/5p1p/np2pp2/p2q4/Q2P4/P1R2N2/1P3PPP/2R3K1 w - - 6 22,True,1
352,8/5p1k/p2r1p1p/1b6/5R2/5BP1/1P3PKP/8 b - - 11 38,False,1
353,8/8/8/R2pk3/P2n2KP/8/8/8 b - - 0 60,True,1
354,8/5k2/3p4/1b3P2/7p/pr6/R7/4N1K1 w - - 0 49,False,0
355,2kr1bnr/ppp2ppp/q7/3Pp3/2Pn4/5B2/PP1B1PPP/RN1QK2R w KQ - 1 11,True,0
356,rnbqk2r/pp3ppp/2pp1n2/2b1p3/2P5/1P2P1P1/PB1P1P1P/RN1QKBNR w KQkq - 0 6,True,1
357,1r3r1k/7p/6pN/6Pn/2BP3P/pp2PN1q/b4R2/4Q1K1 w - - 2 38,False,0
358,1r6/5p1p/4p1k1/7p/1pR5/pPn2PP1/P2R1K2/8 w - - 16 51,False,1
359,8/3R1p2/1p6/3bP1pk/p2N4/P4P2/r7/3K4 b - - 3 53,False,0
360,8/1k3n2/p3p3/4p1p1/1KN1P2p/5P1P/6P1/8 b - - 61 84,False,0
361,5r2/p4pk1/8/2PQ1n1R/4pq2/1P1p4/P6P/6NK b - - 1 43,False,0
362,5k2/1p6/p1rq2Bp/3p1P2/4p2P/1P2P1Q1/P5K1/2bR4 b - - 6 49,False,0
363,r1b2k1r/pp3p2/1q6/5p2/2Bbn3/4N1Pp/P4P1P/2RRQ1K1 w - - 2 26,False,0
364,1r4k1/5pb1/2p1q2p/2P3p1/P1rPp3/2B1R3/5PPP/R2Q2K1 b - - 5 30,True,1
365,8/5p1p/4pP1P/4K3/2b5/p1k5/B7/8 w - - 9 46,False,0
366,3r2k1/p2r1p1p/1p4p1/n3R3/2pPpN2/4P1PP/P4PK1/2R5 w - - 0 23,False,1
367,rnbqkbnr/pp3pp1/2p5/3p4/2PQ2Pp/5N1P/PP2PP2/RNB1KB1R b KQkq - 1 7,True,1
368,2k2r2/pp2b3/2p4p/P7/2N2R2/2PbN1PP/1P3K2/8 b - - 2 36,True,1
369,4kn1r/1pp1bpp1/2p5/r3Pb1p/p2N4/P1N4P/1PP1RPP1/2BR2K1 b - - 3 20,True,1
370,5kn1/2b2p2/5B2/7p/1p2B1p1/6P1/5P2/2N2K2 w - - 5 58,True,1
371,4nr1k/1rp2pp1/pb1p2qp/n3pN2/P2PP1P1/2Q5/1P1N1P1P/R1B2R1K w - - 1 22,True,1
372,3R4/b1p2qk1/2bp2pp/1p1np3/1P4Q1/2P2NNP/5PP1/6K1 b - - 5 36,True,0
373,7k/1p6/p2p3P/P3pr2/2P3K1/3P4/1P6/7R b - - 1 48,True,1
374,8/4p1k1/4N1p1/4K2p/1rb1P2P/5P2/6P1/2R5 b - - 34 67,True,1
375,1r4k1/1r1b1pbn/3p1q2/p1pPn1p1/4P1P1/1P2BP1p/2QNBN1P/2R2R1K w - - 4 28,False,0
376,8/2n2rRp/4kP2/1pp1p1P1/2P5/pP6/P1PB4/1K6 b - - 0 60,True,1
377,8/4k3/7R/5p2/3B3p/b2P1K2/1p6/1r6 w - - 0 75,False,0
378,8/4kbp1/p6p/P1p5/3p3R/5PP1/1P4P1/4K3 b - - 2 33,True,1
379,r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1 b kq - 0 6,True,1
380,r4rk1/1b2bppp/pB2p3/3p2P1/1p2Pq1P/5P2/PPP2QB1/1K1R3R b - - 2 19,True,0
381,5bk1/6p1/4p1Q1/2n1P2P/1r3P2/6P1/6K1/8 w - - 3 46,True,1
382,4Rk2/7p/7p/1p6/2q4P/6P1/4R2K/8 b - - 37 68,True,1
383,2rq1rk1/pp1b1pp1/1b2pn1p/4N3/1P1P1R2/PB1Q4/1B3PPP/R5K1 b - - 2 19,True,1
384,8/5k1p/bP6/P4pR1/2pp1P2/8/6PP/4K3 b - - 2 43,True,1
385,2R5/p7/8/PP1k4/4b3/3p3p/3K3P/6b1 b - - 2 62,False,0
386,2bq1rk1/1pp2ppp/r4n2/p1p1p3/2P5/1Q1P2P1/PP1BPPBP/R4RK1 b - - 3 13,False,1
387,r4b2/2p1q2k/1p3p1n/rBpPp1p1/P3P1Pn/4B1NP/3Q1K2/R6R w - - 12 29,True,1
388,rnbqk2r/ppp1ppbp/6p1/8/8/2P3P1/P2PPPBP/1RBQK1NR b Kkq - 2 7,True,1
389,rnbq3r/ppppnkpp/4pp2/8/1bPP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 3 7,True,1
390,1Q3nkb/p7/8/2ppp2p/4Nq2/1P1P3P/P1PB2K1/8 b - - 1 50,True,1
391,6k1/1n5p/p3ppp1/8/4P3/P3KPBP/6P1/8 w - - 0 37,True,1
392,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQ - 3 6,True,1
393,8/1b6/2R3pk/p6p/2p1p3/4b1N1/P5PP/5K2 w - - 13 40,True,1
394,r1bq1rk1/pp2ppbp/3p1np1/8/2P1P3/2NQB3/PP2BPPP/R3K2R b KQ - 5 10,True,1
395,2r3k1/3n2b1/6B1/pq4BP/2pPb1Q1/PpP3P1/1P6/4R1K1 b - - 2 36,True,1
396,rn1q1rk1/pb2bppp/1p2pn2/1B2N3/P2P2Q1/2N5/1P3PPP/R1B2RK1 w - - 5 14,True,1
397,1rb1rbk1/2q2pp1/p2p1n1p/P1nPp3/4P3/5N1P/2Q2PP1/RBB1RNK1 w - - 3 23,True,1
398,r7/P1R5/3p2p1/2n1b2p/2PpPp1k/R2P1PqP/3Q2P1/6K1 b - - 4 49,True,1
399,r3nr2/2p1k1b1/1pPpq3/4p1Pp/P1P1QP1P/8/2BB2R1/4R1K1 w - - 1 38,True,1
400,8/5p2/1p4k1/pQ4bq/P2PR3/2r2PP1/5KNr/6R1 w - - 9 58,False,0
401,2rq1rk1/p2b1p1p/2p1p2Q/8/3P3P/1p2P1P1/PP4B1/2R2RK1 b - - 2 25,True,1
402,r1b3rk/1p2q2p/p1p2p1n/P1Pp1p2/3N1P2/1RQ1PR2/4B1PP/6K1 w - - 11 31,True,1
403,7k/p1qn1r1p/4b1p1/1p1pP3/1P3PP1/2P2R1P/P4Q2/4R1K1 b - - 0 29,True,1
404,8/3n4/5k2/3Rpp2/2Bp4/6K1/8/8 b - - 1 111,True,1
405,8/5r2/k1p5/1p4P1/2n2P2/5K1p/N3R2P/8 b - - 0 45,True,1
406,8/8/1pbk1p2/3n3q/P2Q3P/R7/5PPK/8 w - - 10 58,True,1
407,rr4k1/2q1ppbp/2p2n2/2Q1p2p/p7/1PN1BP2/1PP3P1/1K1R3R w - - 0 20,False,0
408,1n2b3/1pr1r3/pRp1p1pk/P1Pp1p1p/3P1P1P/1P1NPP2/2K1B3/6R1 w - - 59 134,True,1
409,8/p5k1/5p2/5b1P/1p1Q4/1P6/q1P5/2KB4 w - - 1 44,True,1
410,1r1r2k1/5pp1/p3p3/2p5/7R/P1P2B2/2Kp1P2/R7 w - - 1 32,True,1
411,3r2k1/1p1q2p1/2p1p2p/PnP1B3/3P1PpQ/7P/7K/3R4 w - - 2 58,True,1
412,2bB4/8/2p3k1/P6p/3P1P2/7p/1P3P1K/8 w - - 3 49,True,1
413,rnbqkb1r/ppp4p/6p1/4Q3/4p3/8/PPPP1PPP/RNB1K2R b KQkq - 1 8,True,1
414,8/8/3r2k1/2R4R/8/4KP2/8/1b6 w - - 3 117,True,1
415,r2qkb1r/1b1n1ppp/p3p3/4P1N1/Pp1p4/1B6/1P1B1PPP/R2Q1RK1 w kq - 2 14,True,1
416,2rqr1k1/pp3p2/2nbbn1p/3p2p1/7B/P1N1PN2/1PQ2PPP/1BR2RK1 w - - 0 16,True,1
417,rnbqk2r/ppp2p2/4p1pp/3pP3/3P2Q1/2nB4/P1P2PPP/R1B1K1NR b KQkq - 1 10,True,1
418,1r2rnk1/2p2pp1/2np1q2/p4PNR/1P1PP3/1b5P/3QN3/1B2R2K w - - 0 32,True,1
419,4R3/6k1/3p4/4n1Bp/3r1p1P/5P2/P5PK/8 b - - 2 59,True,1
420,2b1q1k1/1p4r1/8/3pP2P/2p1p3/P1P1Q1BP/P7/5R1K w - - 1 37,True,1
421,3q1rk1/2r3b1/B2p2p1/P1PP1p1p/1PQ1p3/3p2P1/5P1P/R3R1K1 w - - 2 25,False,0
422,6k1/5n1p/1p4p1/2b2p2/3B4/6P1/P4R2/4rBK1 w - - 1 44,False,0
423,3r1rk1/2q1bp1p/p5pB/1p2n3/8/PBPp3Q/2P2PPP/R4RK1 b - - 1 22,False,0
424,r1bqkbnr/pp3ppp/2n5/1B1pp3/8/8/PPPP1PPP/RNBQK1NR w KQkq - 2 6,False,0
425,2r2b2/5k2/1p4pp/1N1P4/p1rB1P1P/P3P3/1P1RK3/8 b - - 3 45,True,1
426,r2qkbnr/pp1b1ppp/2n1p3/2p1N3/2Q5/6P1/PP1PPP1P/RNB1KB1R w KQkq - 2 7,True,1
427,6R1/Rn1qkr2/1p3p2/1P1Pp3/4P3/4BP1p/7P/7K b - - 3 126,False,0
428,8/4kp2/6p1/5p1p/3R1P1P/4KBP1/4N3/4q3 w - - 15 56,True,1
429,r1bq1rk1/pp1nbppp/2p1pn2/3pB3/2PP4/P1N1PN2/1PQ2PPP/R3KB1R w KQ - 3 10,True,1
430,8/8/8/1p1p1k1p/pP1K1P1P/P7/8/8 w - - 4 68,True,1
431,rnb1k2r/3nqppp/p3p3/2ppP3/Np1P1P2/8/PPPQ2PP/2KR1BNR b kq - 1 13,False,0
432,r2n4/r3b3/4p1pk/1Rp1Pq1p/p1PpQP1P/P5P1/1R3NK1/4B3 b - - 7 44,True,1
433,8/3k4/6p1/2P3P1/1P1KBP1r/8/6rp/7R b - - 0 51,False,0
434,1r6/5pk1/4n1p1/4p1P1/4P3/3K1P2/1P1R4/6R1 b - - 9 68,True,1
435,8/1p6/3k1N2/6p1/1p1K4/1B3P2/P3r3/8 b - - 6 47,True,1
436,r2qr1k1/pp1b1pp1/3P3p/P3n3/4N3/5P2/1PBQ2P1/R3R1K1 w - - 1 29,True,1
437,1r6/3bp1kp/p4pp1/n1pP4/rqP1PP1P/4N3/P1Q2R2/R4BK1 w - - 5 30,True,1
438,8/4k3/1r4pp/pP3p2/P2RB1PP/3p1P2/3Kb3/8 w - - 0 35,True,1
439,r4rk1/4bpp1/2bp1n1p/p1p1pP2/2PnP1PP/1qNPN3/1P3RB1/R1B1Q1K1 b - - 2 20,True,1
440,4nrk1/3nbppp/3p4/5PP1/1p2p3/4BqN1/1P1Q3P/1K1R1B2 b - - 1 24,True,1
441,Q4r2/2Q2Pk1/4p1p1/1p6/7R/6KP/1q6/3q4 w - - 2 57,True,1
442,rn3rk1/1b2q1pp/3bpn2/pPpp4/P7/1PN1PN2/4BPPP/R1BQ1RK1 w - - 0 13,False,1
443,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPPQPPP/RNB2RK1 b kq - 1 7,True,1
444,2rq1k1r/pb2bp2/1pn1pn2/3p3p/1PP3pN/PN1B4/5PPP/B1RQR1K1 b - - 5 19,True,1
445,1q2r1k1/3rbpp1/p4n1p/R7/Q1N5/P2pB2P/1P3PP1/3R2K1 b - - 3 30,True,1
446,7k/p1b5/Pp1Np2p/1P2P3/4Kp2/B2Q2q1/8/8 b - - 7 53,True,1
447,8/1pB5/2b2k2/p4r1p/P3p2R/1P6/3K4/8 w - - 22 67,False,0
448,8/2b1k3/8/3p4/8/1P1Qp1P1/1q2B1KP/8 b - - 13 63,True,1
449,8/5k1p/3b4/4r3/3p2R1/1PpP4/2P2K2/1N6 b - - 3 38,False,0
450,1r6/p2b1pk1/q4n2/PNp1pP2/2PpP1p1/3Pb1Pp/1R5P/1Q2BK1B b - - 97 87,False,0
451,r3kbnr/1pp3p1/p1p2p2/6p1/4P1Pq/5Q1P/PPPP1PK1/RNB2R2 w kq - 0 12,True,1
452,4b1rk/8/2p1p3/p1b1P3/P1P1Pp2/1Q3B1q/5P1P/4B1RK w - - 3 35,True,1
453,4n1k1/1pp1q1p1/p4rRp/2nP1p1P/8/1Q2P3/P4P2/1BK3R1 w - - 2 34,True,1
454,8/6R1/2b5/8/6p1/4K2k/7P/8 w - - 16 111,True,1
455,5k2/8/1b6/3B1Np1/3PP3/4K1PP/1r3P2/8 w - - 7 57,True,1
456,rnbq1rk1/pp2ppbp/2p2np1/3pN3/3P1B2/2N1P3/PPP1BPPP/R2QK2R b KQ - 1 7,True,-1
